Protein_Group	Genes	AURKA_dox+_vs_IgG_dox+_logFC	AURKA_dox+_vs_IgG_dox+_pval	Removed?	Contaminant?
Q9NV31	IMP3	3.50487524413412	1.03672404594688e-07	No	No
Q9NVE5	USP40	4.18309748189321	2.34073313214415e-06	No	No
Q9NVN8	GNL3L	2.78765048965922	0.0021709133248111	No	No
Q9NVP1	DDX18	3.22209330104197	2.45488303861379e-05	No	No
Q9NVP2	ASF1B	2.45769186230897	2.82824961246893e-10	No	No
Q9NVS2	MRPS18A	6.31558884936904	2.9761678897367297e-12	No	No
Q9NVU0	POLR3E	3.03012660864903	0.0008891359912429	No	No
Q9NVU7	SDAD1	2.62298208269566	0.0002026749666158	No	No
Q9NVX2	NLE1	2.29827457848204	1.10195316005094e-06	No	No
Q9NW08	POLR3B	3.11262764226636	4.58286071132e-08	No	No
Q9NW13	RBM28	3.16527811929015	5.68886886244068e-07	No	No
Q9NWB7	IFT57	2.82231559552039	4.73116641919905e-05	No	No
Q9NWH9	SLTM	2.0160795279074	5.63047812462336e-07	No	No
Q9NWM3	CUEDC1	2.44742173319906	0.0001969270904653	No	No
Q9NWT1	PAK1IP1	3.28287335810125	1.18655292125262e-08	No	No
Q9NWU5	MRPL22	4.05049218872754	1.75412294475165e-14	No	No
Q9NX04	AIRIM	2.27774335812052	0.0002422705729821	No	No
Q9NX05	FAM120C	1.80020295866243	1.07440723646301e-05	No	No
Q9NX24	NHP2	2.41632441082999	6.10265244763007e-07	No	No
Q9NX58	LYAR	2.90348470214471	6.49142435248664e-05	No	No
Q9NX63	CHCHD3	2.13358868476075	5.82246428635211e-06	No	No
Q9NXE8	CWC25	2.3808976826101	2.22606296507847e-05	No	No
Q9NXF1	TEX10	1.91846506960291	0.003852583465572	No	No
Q9NY12	GAR1	4.08779225749313	3.65382168198428e-08	No	No
Q9NY61	AATF	2.7143462063328	4.13767805266099e-07	No	No
Q9NY93	DDX56	2.23565598549769	6.15900078443532e-06	No	No
Q9NYA4	MTMR4	3.42709082516779	4.24313930277958e-05	No	No
Q9NYH9	UTP6	1.90786233226875	9.44486162524448e-05	No	No
Q9NYK5	MRPL39	3.56825548813923	3.55991874452732e-15	No	No
Q9NZ09	UBAP1	1.9186614558162	9.52014980665846e-05	No	No
Q9NZ56	FMN2	2.80744417467351	0.0002519702219231	No	No
Q9NZE8	MRPL35	6.15257402207691	1.80785201318965e-19	No	No
Q9NZM1	MYOF	3.28484528783284	1.99765039800124e-14	No	No
Q9NZM5	NOP53	2.83673717315914	1.66762638821255e-08	No	No
Q9NZN5	ARHGEF12	1.78295357534101	0.0081746632645268	No	No
Q9P015	MRPL15	4.15143271875242	1.03497102648626e-11	No	No
Q9P016	THYN1	2.21741508740787	0.0052632355594306	No	No
Q9P031	CCDC59	3.20805366909922	8.900376833142871e-10	No	No
Q9P0M9	MRPL27	3.73927583109282	2.34021380797433e-13	No	No
Q9P1T7	MDFIC	2.89453409724312	0.0001739793489428	No	No
Q9P1Y6	PHRF1	1.98211502026461	0.0012184457455711	No	No
Q9P1Z2	CALCOCO1	3.48442137717911	0.0018662585398378	No	No
Q9P206	NHSL3	2.2625969665624	0.0013371752321592	No	No
Q9P246	STIM2	1.98418821115706	0.0051645372248741	No	No
Q9P270	SLAIN2	1.97217580237633	3.1667369364276904e-09	No	No
Q9P275	USP36	3.64391247075383	2.79133927990081e-05	No	No
Q9P2D0	IBTK	4.59887190795911	6.48860178514558e-05	No	No
Q9P2E3	ZNFX1	1.78039737546175	0.0019344142183541	No	No
Q9P2K1	CC2D2A	2.98399104758711	0.0020603106530954	No	No
Q9P2N5	RBM27	2.06073015288047	0.0077954195414778	No	No
Q9UBB5	MBD2	2.38998239458039	2.67022204989481e-05	No	No
Q9UBG0	MRC2	1.90638154203953	0.0016338855582666	No	No
Q9UDW3	ZMAT5	10.1068956185544	1.8419731804377102e-23	No	No
Q9UFF9	CNOT8	2.30845839529895	8.96258653351342e-08	No	No
Q9UGJ1	TUBGCP4	2.60347994003028	2.08077561347106e-08	No	No
Q9UGN5	PARP2	4.39256941092392	8.4383428700869e-09	No	No
Q9UH17	APOBEC3B	2.24648419321262	1.63389108335053e-05	No	No
Q9UHA3	RSL24D1	4.086846385324	3.63682747342616e-07	No	No
Q9UHB7	AFF4	1.92949486288841	0.0027388344297261	No	No
Q9UHK0	NUFIP1	4.4970057582145	7.38388156968279e-06	No	No
Q9UHN6	CEMIP2	4.29822475942674	1.28208043078035e-08	No	No
Q9UIF9	BAZ2A	2.90187797490518	9.062817627858291e-09	No	No
Q9UIG0	BAZ1B	2.93273849423222	0.0036866270635219	No	No
Q9UJA5	TRMT6	2.75254265343094	0.0003150848430685	No	No
Q9UJM3	ERRFI1	2.60770059757965	4.55239589914609e-07	No	No
Q9UJX6	ANAPC2	2.08442122363044	0.0066180660820318	No	No
Q9UKB1	FBXW11	2.25535446052462	0.0011345317924534	No	No
Q9UKD2	MRTO4	4.36599334303854	1.31909071558016e-06	No	No
Q9UKI2	CDC42EP3	1.811664963755	0.0002095139396413	No	No
Q9UKJ3	GPATCH8	1.8462394324689	0.0019088819462405	No	No
Q9UKN8	GTF3C4	1.84602435635841	0.0002782295845223	No	No
Q9UKS7	IKZF2	6.68120230236111	4.68596112636403e-17	No	No
Q9UKV3	ACIN1	2.17695129966154	4.68467081150868e-05	No	No
Q9UKV5	AMFR	2.07789811638779	9.76774244909473e-07	No	No
Q9UKZ1	CNOT11	2.2998071196327	6.0330179678294e-07	No	No
Q9UL18	AGO1	2.13199373740138	4.25695958099615e-05	No	No
Q9ULL5	PRR12	3.24242258489463	7.12519761433766e-07	No	No
Q9ULM3	YEATS2	3.45188836295348	5.13633035527913e-13	No	No
Q9ULR0	ISY1	2.21965391387719	7.67180185083856e-05	No	No
Q9ULV3	CIZ1	2.11661465191894	0.0009118476913846	No	No
Q9ULW0	TPX2	5.43011913100386	4.979115084252529e-16	No	No
Q9ULW3	ABT1	3.15303013081387	7.97198395797239e-08	No	No
Q9UMS4	PRPF19	2.51149201639603	4.5081195354437895e-12	No	No
Q9UMY1	NOL7	4.09181389729517	1.81226545890564e-09	No	No
Q9UN81	L1RE1	6.55169418099001	2.09353499301776e-22	No	No
Q9UN86	G3BP2	3.97123564589462	3.27662807801094e-15	No	No
Q9UNP9	PPIE	1.88483312769476	3.87987821335151e-05	No	No
Q9UNQ2	DIMT1	2.53296106515697	5.20388492020096e-07	No	No
Q9UNX3	RPL26L1	5.04518285132604	6.96815388395652e-10	No	No
Q9UNX4	WDR3	2.42497395520494	9.51481311469899e-05	No	No
Q9UP83	COG5	1.84177504548165	0.0078970764824594	No	No
Q9UPP1	PHF8	3.43538634040868	3.37403171895285e-06	No	No
Q9UPQ3	AGAP1	4.09504370730999	0.0019686053232751	No	No
Q9UPU9	SAMD4A	2.22139736704001	0.0003898481279742	No	No
Q9UPV9	TRAK1	2.77769962776554	0.0001014999115748	No	No
Q9UPY3	DICER1	3.41117741365859	2.48082371898009e-07	No	No
Q9UQB8	BAIAP2	2.81412695472713	0.0004456863445575	No	No
Q9UQR0	SCML2	2.65195526825315	0.0003318632159117	No	No
Q9Y291	MRPS33	7.54827831072548	1.9012958556759302e-10	No	No
Q9Y294	ASF1A	2.69412468017493	1.7680861681507e-05	No	No
Q9Y2F5	ICE1	4.70625832575316	4.27022574236518e-10	No	No
Q9Y2H5	PLEKHA6	1.96721101382758	0.0002780992690497	No	No
Q9Y2P8	RCL1	2.36409071390007	1.38681025997476e-06	No	No
Q9Y2Q9	MRPS28	1.82369646044673	0.0019360374851288	No	No
Q9Y2R4	DDX52	2.12751237923875	2.10510812084293e-06	No	No
Q9Y2U8	LEMD3	2.1778567637777	0.0037666903775892	No	No
Q9Y2V0	CDIN1	9.3005405973947	3.57818110804671e-24	No	No
Q9Y2W2	WBP11	2.22249089648231	0.001232917856429	No	No
Q9Y2X3	NOP58	2.39713110084664	3.43983674807835e-06	No	No
Q9Y324	FCF1	3.54401511942022	4.51075477656048e-08	No	No
Q9Y388	RBMX2	3.72015503040953	7.3779842038758e-07	No	No
Q9Y3A2	UTP11	3.87951081310166	8.709861324820891e-09	No	No
Q9Y3A4	RRP7A	2.19462701288696	2.1955443302046e-05	No	No
Q9Y3B4	SF3B6	3.58891012291036	1.44775527551758e-10	No	No
Q9Y3B9	RRP15	2.78385790133391	3.39858895932679e-05	No	No
Q9Y3C1	NOP16	3.99432707858189	1.23474833151284e-06	No	No
Q9Y3E0	GOLT1B	2.1503388356875	0.0035299100700455	No	No
Q9Y3U8	RPL36	2.58090741413306	1.48212266037592e-08	No	No
Q9Y3X0	CCDC9	2.36607690091805	0.0007450875037501	No	No
Q9Y448	KNSTRN	9.86965403101744	4.51225173003833e-17	No	No
Q9Y484	WDR45	1.94465206643441	0.0006165060634077	No	No
Q9Y4C8	RBM19	2.83311099759101	5.16800248191093e-06	No	No
Q9Y4F1	FARP1	3.45201721660946	3.92694167825022e-05	No	No
Q9Y4G8	RAPGEF2	2.77747433304316	0.0006065191423414	No	No
Q9Y4P8	WIPI2	2.14750643624503	2.60458425822403e-10	No	No
Q9Y512	SAMM50	3.83884535782759	6.80766071181042e-06	No	No
Q9Y580	RBM7	2.27423781916233	0.002260574239241	No	No
Q9Y5A6	ZSCAN21	10.7629219733213	3.52263580728468e-27	No	No
Q9Y5B0	CTDP1	4.26358572276641	0.0038201289000431	No	No
Q9Y5B6	PAXBP1	3.69211913158599	0.00011861118214	No	No
Q9Y5J1	UTP18	2.89035524295683	1.07715399492121e-07	No	No
Q9Y5P4	CERT1	2.16046183161403	0.0002099546481354	No	No
Q9Y5X1	SNX9	3.12494896586873	3.60591773623771e-13	No	No
Q9Y625	GPC6	2.89125290205727	0.0029170260951068	No	No
Q9Y657	SPIN1	3.3586207302192	9.666527284039771e-09	No	No
Q9Y673	ALG5	4.14378331307339	0.0001635224522754	No	No
Q9Y6A4	CFAP20	3.31519543456282	8.28642632018833e-08	No	No
Q9Y6A5	TACC3	5.67342047428128	1.06387913188543e-14	No	No
Q9Y6D5	ARFGEF2	2.27663046384042	0.0028770654079847	No	No
Q9Y6G3	MRPL42	10.3996080407515	1.7648323271004e-27	No	No
Q9Y6V7	DDX49	2.88253169189706	3.52718085733638e-05	No	No
Q9Y6X8	ZHX2	2.6675021304762	9.73560667696509e-06	No	No
